Category,Date,Time,All_Time,Time_1,Time_2,Time_3,All_Amp,Amp_1,Amp_2,Amp_3,pre
3,1100602,1145,6,1,3,2,143,101,143,104,7
7,1100602,1345,7,3,2,2,220,143,104,181,3
3,1100604,945,10,2,2,6,247,104,181,247,7
1,1100604,1045,9,2,6,1,247,181,247,43,3
9,1100604,1145,8,6,1,1,247,247,43,35,1
4,1100607,1045,6,1,1,4,313,43,35,305,9
3,1100608,945,9,1,4,4,305,35,305,104,4
10,1100608,1045,9,4,4,1,305,305,104,64,3
8,1100609,945,9,4,1,4,104,104,64,64,10
2,1100609,1345,9,1,4,4,149,64,64,149,8
5,1100611,945,14,4,4,6,327,64,149,327,2
1,1100611,1145,12,4,6,2,327,149,327,73,5
9,1100614,945,11,6,2,3,388,327,73,134,1
2,1100614,1045,6,2,3,1,134,73,134,42,9
9,1100614,1345,7,3,1,3,151,134,42,59,2
2,1100615,945,5,1,3,1,59,42,59,31,9
6,1100617,945,9,3,1,5,188,59,31,160,2
2,1100617,1145,8,1,5,2,160,31,160,45,6
9,1100617,1345,9,5,2,2,160,160,45,44,2
4,1100618,945,5,2,2,1,197,45,44,196,9
3,1100618,1145,5,2,1,2,196,44,196,50,4
10,1100618,1345,5,1,2,2,226,196,50,80,3
3,1100621,1145,7,2,2,3,228,50,80,228,10
1,1100622,1045,9,2,3,4,228,80,228,57,3
9,1100622,1145,8,3,4,1,228,228,57,38,1
4,1100623,945,8,4,1,3,137,57,38,118,9
3,1100623,1145,6,1,3,2,118,38,118,90,4
7,1100623,1345,7,3,2,2,118,118,90,66,3
8,1100624,1145,7,2,2,3,90,90,66,44,7
4,1100625,945,8,2,3,3,150,66,44,128,8
3,1100625,1045,7,3,3,1,128,44,128,57,4
10,1100625,1245,6,3,1,2,154,128,57,83,3
3,1100628,1245,8,1,2,5,83,57,83,73,10
7,1100628,1345,8,2,5,1,83,83,73,30,3
8,1100629,945,7,5,1,1,151,73,30,108,7
2,1100630,945,7,1,1,5,361,30,108,361,8
5,1100630,1245,9,1,5,3,361,108,361,76,2
10,1100701,1045,11,5,3,3,385,361,76,100,5
3,1100701,1145,7,3,3,1,100,76,100,67,10
7,1100701,1245,5,3,1,1,107,100,67,74,3
3,1100702,1145,6,1,1,4,155,67,74,155,7
1,1100702,1245,6,1,4,1,155,74,155,78,3
9,1100705,1345,11,4,1,6,264,155,78,187,1
2,1100706,945,8,1,6,1,187,78,187,79,9
9,1100706,1345,11,6,1,4,320,187,79,212,2
2,1100707,1145,9,1,4,4,212,79,212,52,9
9,1100708,945,10,4,4,2,325,212,52,165,2
2,1100708,1145,8,4,2,2,165,52,165,71,9
9,1100708,1245,5,2,2,1,165,165,71,60,2
4,1100708,1345,4,2,1,1,71,71,60,50,9
8,1100709,945,3,1,1,1,60,60,50,47,4
4,1100709,1045,3,1,1,1,50,50,47,35,8
8,1100712,1145,8,1,1,6,144,47,35,132,4
2,1100713,1245,13,1,6,6,137,35,132,137,8
5,1100714,1045,15,6,6,3,181,132,137,181,2
1,1100714,1145,10,6,3,1,181,137,181,53,5
6,1100715,1045,8,3,1,4,211,181,53,83,1
2,1100716,1045,10,1,4,5,93,53,83,93,6
5,1100716,1145,10,4,5,1,93,83,93,80,2
7,1100719,945,9,5,1,3,137,93,80,124,5
3,1100719,1145,6,1,3,2,124,80,124,82,7
7,1100719,1245,6,3,2,1,124,124,82,38,3
8,1100720,1245,8,2,1,5,155,82,38,111,7
2,1100720,1345,7,1,5,1,111,38,111,37,8
9,1100721,945,7,5,1,1,123,111,37,49,2
2,1100722,945,7,1,1,5,222,37,49,222,9
5,1100722,1245,9,1,5,3,222,49,222,51,2
10,1100722,1345,9,5,3,1,222,222,51,29,5
8,1100726,1045,11,3,1,7,192,51,29,170,10
2,1100726,1145,9,1,7,1,170,29,170,46,8
9,1100727,945,11,7,1,3,175,170,46,51,2
2,1100728,945,9,1,3,5,98,46,51,98,9
5,1100728,1345,12,3,5,4,98,51,98,97,2
7,1100729,1145,12,5,4,3,98,98,97,64,5
8,1100729,1345,9,4,3,2,97,97,64,63,7
4,1100730,1045,7,3,2,2,94,64,63,93,8
3,1100803,945,13,2,2,9,278,63,93,278,4
1,1100803,1145,13,2,9,2,278,93,278,48,3
9,1100803,1345,13,9,2,2,278,278,48,47,1
4,1100804,945,5,2,2,1,48,48,47,39,9
8,1100804,1045,4,2,1,1,60,47,39,52,4
2,1100804,1245,4,1,1,2,56,39,52,56,8
5,1100805,945,5,1,2,2,88,52,56,88,2
1,1100805,1245,7,2,2,3,88,56,88,85,5
6,1100809,1345,16,2,3,11,129,88,85,126,1
2,1100812,1045,26,3,11,12,237,85,126,237,6
5,1100813,1345,31,11,12,8,237,126,237,161,2
7,1100816,945,21,12,8,1,237,237,161,95,5
8,1100817,945,14,8,1,5,200,161,95,134,7
2,1100817,1045,7,1,5,1,134,95,134,39,8
9,1100817,1145,7,5,1,1,135,134,39,40,2
2,1100817,1345,4,1,1,2,40,39,40,32,9
6,1100818,945,4,1,2,1,46,40,32,38,2
2,1100818,1245,6,2,1,3,71,32,38,71,6
5,1100818,1345,5,1,3,1,71,38,71,62,2
7,1100819,1045,6,3,1,2,124,71,62,115,5
3,1100819,1245,5,1,2,2,115,62,115,75,7
7,1100820,1145,8,2,2,4,115,115,75,62,3
8,1100823,1045,10,2,4,4,156,75,62,143,7
2,1100824,1045,13,4,4,5,143,62,143,110,8
6,1100824,1145,10,4,5,1,143,143,110,63,2
4,1100826,1145,16,5,1,10,367,110,63,320,6
3,1100826,1245,12,1,10,1,320,63,320,60,4
10,1100827,945,13,10,1,2,351,320,60,91,3
3,1100830,1145,10,1,2,7,188,60,91,188,10
1,1100831,1245,15,2,7,6,257,91,188,257,3
5,1100902,945,20,7,6,7,257,188,257,208,1
7,1100902,1245,16,6,7,3,257,257,208,79,5
8,1100906,1145,19,7,3,9,342,208,79,213,7
2,1100907,945,15,3,9,3,213,79,213,35,8
9,1100907,1045,13,9,3,1,213,213,35,29,2
4,1100907,1145,5,3,1,1,35,35,29,24,9
8,1100907,1245,3,1,1,1,31,29,24,26,4
2,1100908,1245,7,1,1,5,84,24,26,84,8
5,1100909,945,8,1,5,2,100,26,84,100,2
1,1100909,1245,10,5,2,3,100,84,100,84,5
6,1100910,945,7,2,3,2,118,100,84,102,1
2,1100910,1145,7,3,2,2,102,84,102,59,6
6,1100915,945,17,2,2,13,337,102,59,294,2
2,1100915,1145,17,2,13,2,294,59,294,30,6
9,1100916,945,18,13,2,3,314,294,30,50,2
2,1100916,1345,9,2,3,4,101,30,50,101,9
5,1100917,1245,11,3,4,4,147,50,101,147,2
1,1100920,945,10,4,4,2,147,101,147,74,5
6,1100920,1145,8,4,2,2,147,147,74,60,1
4,1100920,1345,6,2,2,2,74,74,60,24,6
8,1100921,945,5,2,2,1,112,60,24,76,4
2,1100923,1045,9,2,1,6,99,24,76,99,8
5,1100923,1245,9,1,6,2,99,76,99,85,2
7,1100924,945,10,6,2,2,122,99,85,108,5
3,1100924,1045,5,2,2,1,108,85,108,72,7
7,1100924,1145,4,2,1,1,112,108,72,76,3
3,1100927,945,5,1,1,3,109,72,76,109,7
1,1100927,1045,5,1,3,1,109,76,109,54,3
6,1100927,1245,6,3,1,2,109,109,54,29,1
4,1100928,945,5,1,2,2,80,54,29,55,6
3,1100928,1145,6,2,2,2,55,29,55,49,4
7,1100928,1345,6,2,2,2,55,55,49,29,3
8,1100929,1245,8,2,2,4,145,49,29,125,7
2,1100930,1345,12,2,4,6,125,29,125,109,8
6,1101001,945,11,4,6,1,125,125,109,70,2
4,1101001,1245,10,6,1,3,109,109,70,48,6
8,1101004,945,6,1,3,2,99,70,48,77,4
2,1101005,945,10,3,2,5,150,48,77,150,8
5,1101005,1145,9,2,5,2,150,77,150,50,2
10,1101005,1245,8,5,2,1,158,150,50,58,5
3,1101006,945,5,2,1,2,160,50,58,160,10
1,1101006,1045,4,1,2,1,160,58,160,33,3
9,1101006,1145,4,2,1,1,166,160,33,39,1
2,1101007,945,5,1,1,3,39,33,39,37,9
6,1101007,1045,5,1,3,1,39,39,37,26,2
4,1101008,1045,9,3,1,5,75,37,26,64,6
3,1101008,1145,7,1,5,1,64,26,64,60,4
7,1101011,945,9,5,1,3,91,64,60,87,3
3,1101011,1145,6,1,3,2,87,60,87,53,7
7,1101012,1245,11,3,2,6,257,87,53,223,3
3,1101013,945,10,2,6,2,223,53,223,89,7
10,1101013,1245,11,6,2,3,223,223,89,69,3
8,1101014,1045,8,2,3,3,230,89,69,210,10
2,1101014,1245,8,3,3,2,210,69,210,60,8
9,1101014,1345,6,3,2,1,210,210,60,44,2
4,1101015,945,4,2,1,1,60,60,44,32,9
8,1101015,1145,4,1,1,2,55,44,32,43,4
2,1101019,945,11,1,2,8,251,32,43,251,8
5,1101019,1045,11,2,8,1,251,43,251,58,2
10,1101019,1245,11,8,1,2,251,251,58,37,5
8,1101019,1345,4,1,2,1,58,58,37,23,10
4,1101020,945,4,2,1,1,106,37,23,92,8
3,1101021,945,7,1,1,5,197,23,92,197,4
1,1101021,1145,8,1,5,2,197,92,197,81,3
9,1101022,945,10,5,2,3,197,197,81,69,1
4,1101022,1045,6,2,3,1,81,81,69,35,9
8,1101026,945,13,3,1,9,264,69,35,230,4
2,1101026,1145,12,1,9,2,230,35,230,26,8
9,1101027,945,14,9,2,3,271,230,26,67,2
2,1101027,1245,9,2,3,4,100,26,67,100,9
5,1101028,945,8,3,4,1,100,67,100,55,2
7,1101028,1045,6,4,1,1,100,100,55,41,5
8,1101028,1345,5,1,1,3,87,55,41,73,7
2,1101029,1145,7,1,3,3,98,41,73,98,8
5,1101101,1045,10,3,3,4,172,73,98,172,2
1,1101102,1045,12,3,4,5,172,98,172,61,5
9,1101102,1145,10,4,5,1,172,172,61,28,1
4,1101103,1045,10,5,1,4,122,61,28,89,9
3,1101103,1145,6,1,4,1,89,28,89,71,4
7,1101103,1345,7,4,1,2,113,89,71,95,3
3,1101104,1045,5,1,2,2,105,71,95,105,7
1,1101104,1345,7,2,2,3,105,95,105,28,3
6,1101105,945,6,2,3,1,217,105,28,140,1
2,1101105,1045,5,3,1,1,140,28,140,57,6
9,1101108,945,6,1,1,4,140,140,57,45,2
4,1101108,1145,7,1,4,2,69,57,45,57,9
3,1101109,945,9,4,2,3,57,45,57,40,4
7,1101109,1345,9,2,3,4,57,57,40,19,3
8,1101110,945,8,3,4,1,61,40,19,40,7
2,1101110,1245,8,4,1,3,57,19,40,57,8
5,1101110,1345,5,1,3,1,57,40,57,50,2
7,1101115,1245,18,3,1,14,263,57,50,256,5
3,1101116,1245,20,1,14,5,256,50,256,113,7
10,1101117,1045,22,14,5,3,258,256,113,115,3
3,1101117,1245,10,5,3,2,115,113,115,72,10
7,1101117,1345,6,3,2,1,115,115,72,60,3
8,1101118,945,4,2,1,1,72,72,60,43,7
4,1101118,1045,3,1,1,1,60,60,43,43,8
8,1101119,945,6,1,1,4,122,43,43,122,4
1,1101119,1245,8,1,4,3,122,43,122,104,8
6,1101122,1245,12,4,3,5,157,122,104,139,1
2,1101124,945,15,3,5,7,139,104,139,125,6
6,1101124,1045,13,5,7,1,139,139,125,82,2
4,1101124,1345,11,7,1,3,125,125,82,52,6
8,1101125,1345,9,1,3,5,91,82,52,61,4
2,1101126,1045,10,3,5,2,61,52,61,52,8
6,1101126,1245,9,5,2,2,61,61,52,45,2
4,1101126,1345,5,2,2,1,68,52,45,61,6
3,1101129,945,4,2,1,1,101,45,61,101,4
1,1101129,1345,6,1,1,4,101,61,101,42,3
6,1101130,1045,7,1,4,2,156,101,42,97,1
2,1101130,1345,9,4,2,3,97,42,97,79,6
6,1101202,945,11,2,3,6,289,97,79,271,2
2,1101202,1045,10,3,6,1,271,79,271,51,6
9,1101203,1045,12,6,1,5,274,271,51,54,2
2,1101203,1145,7,1,5,1,54,51,54,28,9
6,1101206,1345,13,5,1,7,123,54,28,97,2
2,1101207,1045,10,1,7,2,97,28,97,62,6
9,1101208,945,13,7,2,4,104,97,62,69,2
2,1101208,1245,9,2,4,3,69,62,69,38,9
6,1101209,1045,10,4,3,3,145,69,38,114,2
2,1101209,1145,7,3,3,1,114,38,114,51,6
9,1101209,1345,6,3,1,2,114,114,51,44,2
4,1101210,1245,7,1,2,4,99,51,44,92,9
3,1101213,1245,11,2,4,5,92,44,92,66,4
7,1101213,1345,10,4,5,1,92,92,66,28,3
8,1101214,1045,8,5,1,2,94,66,28,56,7
2,1101214,1145,4,1,2,1,80,28,56,80,8
5,1101214,1245,4,2,1,1,80,56,80,37,2
7,1101215,1045,5,1,1,3,86,80,37,43,5
3,1101215,1245,6,1,3,2,43,37,43,32,7
7,1101215,1345,6,3,2,1,45,43,32,34,3
3,1101216,1045,5,2,1,2,90,32,34,90,7
1,1101216,1145,4,1,2,1,90,34,90,34,3
9,1101217,1145,8,2,1,5,136,90,34,80,1
2,1101220,1145,11,1,5,5,112,34,80,112,9
5,1101223,1245,26,5,5,16,180,80,112,180,2
1,1101224,1045,24,5,16,3,180,112,180,40,5
9,1101224,1145,20,16,3,1,180,180,40,20,1
4,1101227,945,7,3,1,3,76,40,20,56,9
3,1101227,1245,7,1,3,3,86,20,56,86,4
1,1101228,1245,11,3,3,5,88,56,86,88,3
5,1101229,945,10,3,5,2,88,86,88,65,1
7,1101229,1045,8,5,2,1,88,88,65,53,5
8,1101229,1245,5,2,1,2,65,65,53,42,7
4,1101229,1345,4,1,2,1,53,53,42,26,8
8,1101230,945,4,2,1,1,76,42,26,60,4
2,1101230,1345,6,1,1,4,60,26,60,42,8
6,1110103,1145,13,1,4,8,172,60,42,154,2
2,1110104,945,16,4,8,4,154,42,154,24,6
9,1110104,1145,13,8,4,1,154,154,24,22,2
4,1110105,1345,12,4,1,7,239,24,22,237,9
3,1110106,1145,11,1,7,3,237,22,237,72,4
10,1110106,1245,11,7,3,1,237,237,72,38,3
8,1110107,945,6,3,1,2,92,72,38,58,10
2,1110107,1345,7,1,2,4,156,38,58,156,8
5,1110110,945,7,2,4,1,156,58,156,50,2
10,1110110,1045,6,4,1,1,156,156,50,42,5
8,1110111,1245,9,1,1,7,223,50,42,215,10
2,1110111,1345,9,1,7,1,215,42,215,39,8
9,1110112,945,9,7,1,1,268,215,39,92,2
2,1110112,1245,5,1,1,3,92,39,92,58,9
6,1110113,945,6,1,3,2,106,92,58,72,2
2,1110113,1145,7,3,2,2,101,58,72,101,6
5,1110114,945,7,2,2,3,101,72,101,65,2
7,1110114,1145,7,2,3,2,101,101,65,50,5
8,1110117,945,8,3,2,3,86,65,50,71,7
2,1110117,1145,7,2,3,2,88,50,71,88,8
5,1110117,1345,7,3,2,2,88,71,88,32,2
7,1110118,945,5,2,2,1,131,88,32,75,5
3,1110119,1345,12,2,1,9,214,32,75,214,7
1,1110120,1045,12,1,9,2,214,75,214,89,3
9,1110120,1345,14,9,2,3,214,214,89,26,1
4,1110121,945,6,2,3,1,227,89,26,164,9
3,1110121,1145,6,3,1,2,164,26,164,117,4
10,1110121,1345,5,1,2,2,164,164,117,70,3
8,1110124,945,5,2,2,1,117,117,70,51,10
4,1110124,1145,5,2,1,2,70,70,51,46,8
8,1110125,945,6,1,2,3,124,51,46,119,4
2,1110125,1345,9,2,3,4,119,46,119,64,8
9,1110127,1245,16,3,4,9,216,119,64,161,2
2,1110127,1345,14,4,9,1,161,64,161,37,9
9,1110128,945,11,9,1,1,164,161,37,40,2
2,1110128,1045,3,1,1,1,40,37,40,35,9
6,1110208,945,6,1,1,4,107,40,35,102,2
2,1110208,1045,6,1,4,1,134,35,102,134,6
5,1110208,1145,6,4,1,1,134,102,134,83,2
7,1110209,945,5,1,1,3,150,134,83,99,5
3,1110209,1045,5,1,3,1,99,83,99,63,7
7,1110210,1045,9,3,1,5,286,99,63,250,3
3,1110210,1245,8,1,5,2,250,63,250,67,7
10,1110211,945,9,5,2,2,396,250,67,213,3
3,1110211,1145,6,2,2,2,213,67,213,91,10
10,1110211,1345,6,2,2,2,403,213,91,281,3
3,1110214,1345,9,2,2,5,281,91,281,170,10
10,1110215,945,8,2,5,1,281,281,170,162,3
8,1110215,1145,8,5,1,2,210,170,162,202,10
2,1110215,1245,4,1,2,1,202,162,202,61,8
6,1110216,945,5,2,1,2,213,202,61,72,2
2,1110216,1045,4,1,2,1,72,61,72,49,6
6,1110216,1145,4,2,1,1,85,72,49,62,2
2,1110217,1045,6,1,1,4,168,49,62,168,6
5,1110217,1245,7,1,4,2,168,62,168,86,2
10,1110217,1345,7,4,2,1,168,168,86,65,5
8,1110218,1245,7,2,1,4,256,86,65,235,10
2,1110221,945,7,1,4,2,235,65,235,113,8
9,1110221,1345,10,4,2,4,235,235,113,80,2
4,1110222,1245,10,2,4,4,283,113,80,250,9
3,1110222,1345,9,4,4,1,250,80,250,97,4
10,1110223,1345,10,4,1,5,332,250,97,179,3
3,1110224,1045,8,1,5,2,179,97,179,130,10
7,1110225,1045,12,5,2,5,226,179,130,177,3
3,1110301,945,11,2,5,4,277,130,177,277,7
1,1110302,945,14,5,4,5,277,177,277,119,3
6,1110302,1045,10,4,5,1,277,277,119,83,1
4,1110302,1345,9,5,1,3,128,119,83,92,6
3,1110303,945,5,1,3,1,103,83,92,103,4
1,1110303,1045,5,3,1,1,103,92,103,55,3
6,1110303,1245,4,1,1,2,173,103,55,125,1
2,1110303,1345,4,1,2,1,125,55,125,34,6
9,1110304,945,4,2,1,1,170,125,34,79,2
2,1110307,945,7,1,1,5,123,34,79,123,9
5,1110307,1045,7,1,5,1,123,79,123,85,2
7,1110307,1245,8,5,1,2,123,123,85,72,5
8,1110308,945,5,1,2,2,85,85,72,68,7
4,1110308,1345,8,2,2,4,72,72,68,30,8
8,1110309,945,7,2,4,1,108,68,30,70,4
2,1110311,1145,17,4,1,12,318,30,70,318,8
5,1110311,1345,15,1,12,2,318,70,318,94,2
10,1110314,1045,16,12,2,2,432,318,94,208,5
3,1110315,945,8,2,2,4,208,94,208,166,10
7,1110315,1245,9,2,4,3,548,208,166,506,3
3,1110316,945,9,4,3,2,506,166,506,385,7
7,1110316,1045,6,3,2,1,506,506,385,147,3
8,1110316,1245,5,2,1,2,385,385,147,80,7
4,1110317,945,5,1,2,2,282,147,80,215,8
3,1110318,1145,11,2,2,7,216,80,215,216,4
1,1110318,1345,11,2,7,2,216,215,216,29,3
6,1110321,945,10,7,2,1,316,216,29,129,1
2,1110321,1145,5,2,1,2,129,29,129,80,6
9,1110322,945,6,1,2,3,163,129,80,114,2
2,1110323,945,10,2,3,5,114,80,114,86,9
6,1110323,1245,11,3,5,3,145,114,86,117,2
2,1110323,1345,9,5,3,1,117,86,117,64,6
6,1110324,945,5,3,1,1,155,117,64,102,2
2,1110324,1045,3,1,1,1,102,64,102,68,6
6,1110325,945,6,1,1,4,149,102,68,115,2
2,1110325,1045,6,1,4,1,115,68,115,47,6
9,1110325,1145,6,4,1,1,146,115,47,78,2
2,1110329,945,10,1,1,8,152,47,78,152,9
5,1110330,1345,18,1,8,9,176,78,152,176,2
1,1110331,1245,21,8,9,4,176,152,176,93,5
6,1110406,1245,23,9,4,10,389,176,93,306,1
2,1110406,1345,15,4,10,1,306,93,306,44,6
9,1110407,945,12,10,1,1,319,306,44,57,2
2,1110407,1045,3,1,1,1,57,44,57,53,9
6,1110408,945,6,1,1,4,120,57,53,116,2
2,1110411,945,10,1,4,5,119,53,116,119,6
5,1110411,1345,13,4,5,4,119,116,119,62,2
7,1110412,1145,12,5,4,3,233,119,62,176,5
3,1110412,1245,8,4,3,1,176,62,176,44,7
10,1110413,945,6,3,1,2,186,176,44,54,3
3,1110414,1245,11,1,2,8,156,44,54,156,10
1,1110415,1345,16,2,8,6,172,54,156,172,3
5,1110418,1045,16,8,6,2,172,156,172,80,1
7,1110419,1145,14,6,2,6,267,172,80,175,5
3,1110421,1145,18,2,6,10,419,80,175,419,7
1,1110421,1245,17,6,10,1,419,175,419,36,3
9,1110422,945,13,10,1,2,423,419,36,40,1
2,1110422,1045,4,1,2,1,40,36,40,35,9
6,1110422,1245,5,2,1,2,40,40,35,22,2
4,1110425,1045,6,1,2,3,66,35,22,53,6
3,1110425,1145,6,2,3,1,83,22,53,83,4
1,1110426,945,7,3,1,3,155,53,83,155,3
5,1110426,1045,5,1,3,1,155,83,155,112,1
7,1110426,1245,6,3,1,2,155,155,112,92,5
8,1110427,945,5,1,2,2,208,112,92,188,7
2,1110427,1345,8,2,2,4,188,92,188,42,8
9,1110428,945,7,2,4,1,209,188,42,63,2
2,1110428,1245,8,4,1,3,94,42,63,94,9
5,1110428,1345,5,1,3,1,94,63,94,43,2
7,1110429,945,5,3,1,1,139,94,43,88,5
3,1110429,1045,3,1,1,1,89,43,88,89,7
1,1110429,1345,5,1,1,3,119,88,89,119,3
5,1110503,945,5,1,3,1,139,89,119,139,1
1,1110503,1045,5,3,1,1,173,119,139,173,5
5,1110503,1345,5,1,1,3,173,139,173,82,1
7,1110504,945,5,1,3,1,209,173,82,118,5
3,1110504,1345,8,3,1,4,118,82,118,99,7
7,1110505,945,6,1,4,1,118,118,99,74,3
8,1110505,1345,9,4,1,4,198,99,74,173,7
2,1110506,945,6,1,4,1,173,74,173,102,8
6,1110506,1045,6,4,1,1,173,173,102,64,2
4,1110506,1245,4,1,1,2,102,102,64,54,6
8,1110509,1145,7,1,2,4,155,64,54,145,4
2,1110510,1245,12,2,4,6,145,54,145,85,8
9,1110511,945,12,4,6,2,150,145,85,90,2
2,1110511,1045,9,6,2,1,103,85,90,103,9
5,1110511,1145,4,2,1,1,103,90,103,55,2
7,1110512,945,5,1,1,3,174,103,55,126,5
3,1110512,1245,7,1,3,3,126,55,126,126,7
1,1110513,1245,11,3,3,5,126,126,126,68,3
8,1110513,1345,9,3,5,1,126,126,68,39,1
4,1110516,945,7,5,1,1,128,68,39,99,8
3,1110516,1145,4,1,1,2,99,39,99,49,4
10,1110517,1145,8,1,2,5,192,99,49,142,3
3,1110517,1245,8,2,5,1,142,49,142,89,10
10,1110517,1345,7,5,1,1,142,142,89,38,3
8,1110518,945,3,1,1,1,101,89,38,50,10
2,1110518,1145,4,1,1,2,52,38,50,52,8
5,1110519,1045,7,1,2,4,147,50,52,147,2
1,1110523,1145,17,2,4,11,375,52,147,375,5
5,1110523,1245,16,4,11,1,375,147,375,103,1
10,1110524,1045,15,11,1,3,383,375,103,111,5
3,1110524,1345,7,1,3,3,111,103,111,107,10
7,1110525,1045,8,3,3,2,121,111,107,117,3
3,1110525,1245,7,3,2,2,117,107,117,88,7
7,1110525,1345,5,2,2,1,117,117,88,63,3
8,1110526,945,4,2,1,1,121,88,63,96,7
2,1110526,1045,3,1,1,1,96,63,96,52,8
6,1110527,1245,9,1,1,7,180,96,52,136,2
2,1110530,945,10,1,7,2,147,52,136,147,6
5,1110530,1145,11,7,2,2,147,136,147,119,2
7,1110530,1345,6,2,2,2,147,147,119,61,5
8,1110601,1245,13,2,2,9,398,119,61,340,7
2,1110602,945,13,2,9,2,340,61,340,130,8
9,1110603,1345,20,9,2,9,340,340,130,102,2
4,1110607,945,12,2,9,1,133,130,102,105,9
3,1110607,1345,14,9,1,4,122,102,105,122,4
1,1110608,1045,7,1,4,2,122,105,122,93,3
6,1110608,1345,9,4,2,3,122,122,93,63,1
4,1110609,945,6,2,3,1,101,93,63,71,6
3,1110610,945,9,3,1,5,75,63,71,75,4
1,1110613,945,11,1,5,5,319,71,75,319,3
5,1110613,1045,11,5,5,1,319,75,319,55,1
10,1110613,1245,9,5,1,3,386,319,55,122,5
3,1110614,1345,9,1,3,5,165,55,122,165,10
1,1110615,1145,11,3,5,3,165,122,165,118,3
6,1110615,1345,10,5,3,2,194,165,118,147,1
2,1110616,1045,7,3,2,2,396,118,147,396,6
5,1110616,1145,5,2,2,1,396,147,396,69,2
10,1110617,1045,7,2,1,4,420,396,69,93,5
3,1110617,1145,6,1,4,1,93,69,93,73,10
7,1110617,1345,7,4,1,2,114,93,73,94,3
3,1110620,1045,5,1,2,2,94,73,94,89,7
7,1110620,1345,7,2,2,3,165,94,89,160,3
3,1110621,945,6,2,3,1,160,89,160,120,7
7,1110621,1145,6,3,1,2,160,160,120,85,3
8,1110622,945,6,1,2,3,159,120,85,124,7
2,1110622,1245,8,2,3,3,124,85,124,108,8
6,1110622,1345,7,3,3,1,124,124,108,61,2
4,1110623,945,5,3,1,1,135,108,61,88,6
3,1110623,1345,6,1,1,4,88,61,88,53,4
7,1110624,945,6,1,4,1,112,88,53,77,3
3,1110624,1345,9,4,1,4,77,53,77,57,7
7,1110627,945,6,1,4,1,182,77,57,162,3
3,1110628,945,10,4,1,5,162,57,162,136,7
7,1110628,1345,10,1,5,4,162,162,136,92,3
8,1110629,1145,12,5,4,3,226,136,92,182,7
2,1110629,1345,9,4,3,2,182,92,182,74,8
9,1110704,1145,18,3,2,13,353,182,74,245,2
2,1110705,945,18,2,13,3,245,74,245,72,9
9,1110705,1145,18,13,3,2,245,245,72,46,2
4,1110705,1345,7,3,2,2,72,72,46,29,9
8,1110706,1245,8,2,2,4,128,46,29,111,4
2,1110707,945,8,2,4,2,111,29,111,48,8
9,1110707,1145,8,4,2,2,111,111,48,42,2
4,1110707,1245,5,2,2,1,48,48,42,34,9
8,1110708,945,5,2,1,2,103,42,34,95,4
2,1110711,1045,9,1,2,6,195,34,95,195,8
5,1110711,1345,11,2,6,3,195,95,195,34,2
10,1110712,1345,14,6,3,5,356,195,34,195,5
3,1110713,1145,11,3,5,3,195,34,195,71,10
10,1110713,1345,10,5,3,2,197,195,71,73,3
3,1110714,945,6,3,2,1,96,71,73,96,10
1,1110714,1245,6,2,1,3,146,73,96,146,3
5,1110715,1345,10,1,3,6,210,96,146,210,1
1,1110718,945,10,3,6,1,210,146,210,101,5
6,1110718,1045,8,6,1,1,230,210,101,121,1
2,1110718,1345,5,1,1,3,121,101,121,106,6
6,1110720,945,10,1,3,6,194,121,106,179,2
2,1110720,1145,11,3,6,2,179,106,179,39,6
9,1110720,1345,10,6,2,2,224,179,39,84,2
2,1110721,1145,7,2,2,3,93,39,84,93,9
5,1110722,1045,9,2,3,4,125,84,93,125,2
1,1110725,1145,13,3,4,6,154,93,125,154,5
5,1110727,1145,20,4,6,10,186,125,154,186,1
1,1110727,1245,17,6,10,1,186,154,186,40,5
6,1110727,1345,12,10,1,1,186,186,40,36,1
4,1110728,945,3,1,1,1,112,40,36,108,6
3,1110728,1045,3,1,1,1,108,36,108,75,4
7,1110728,1245,4,1,1,2,108,108,75,50,3
8,1110728,1345,4,1,2,1,75,75,50,46,7
4,1110729,1145,6,2,1,3,143,50,46,139,8
3,1110729,1245,5,1,3,1,139,46,139,79,4
10,1110729,1345,5,3,1,1,139,139,79,79,3
8,1110801,945,3,1,1,1,136,79,79,136,10
1,1110802,1045,8,1,1,6,178,79,136,178,8
5,1110802,1145,8,1,6,1,178,136,178,37,1
10,1110802,1245,8,6,1,1,193,178,37,52,5
3,1110802,1345,3,1,1,1,52,37,52,40,10
7,1110803,1045,4,1,1,2,220,52,40,208,3
3,1110804,945,7,1,2,4,208,40,208,121,7
10,1110805,945,11,2,4,5,755,208,121,668,3
3,1110805,1045,10,4,5,1,668,121,668,168,10
10,1110809,1045,16,5,1,10,1397,668,168,897,3
3,1110810,945,15,1,10,4,897,168,897,607,10
10,1110810,1045,15,10,4,1,897,897,607,117,3
8,1110810,1145,6,4,1,1,607,607,117,115,10
4,1110810,1245,3,1,1,1,117,117,115,60,8
8,1110810,1345,3,1,1,1,115,115,60,59,4
4,1110811,945,3,1,1,1,235,60,59,234,8
3,1110811,1045,3,1,1,1,287,59,234,287,4
1,1110811,1245,4,1,1,2,287,234,287,131,3
6,1110812,945,5,1,2,2,333,287,131,177,1
